traj_id,time,lat,lon,grid_x,grid_y,grid_id
1398928351620000092,15,41.159178,-8.638443,163,571,16300571
1398928351620000092,16,41.159088,-8.638461,163,571,16300571
1398928351620000092,17,41.159448,-8.63838,163,571,16300571
1398928351620000092,18,41.159151,-8.636436,166,571,16600571
1398928351620000092,19,41.159097,-8.636067,166,571,16600571
1398928351620000092,20,41.159052,-8.635491,167,571,16700571
1398928351620000092,21,41.158647,-8.633322,169,570,16900570
1398928351620000092,22,41.158224,-8.631162,172,570,17200570
1398928351620000092,23,41.158125,-8.630739,173,570,17300570
1398928351620000092,24,41.158125,-8.630748,173,570,17300570
1398928351620000092,25,41.158116,-8.630757,173,570,17300570
1398928351620000092,26,41.157765,-8.630388,173,569,17300569
1398928351620000092,27,41.156982,-8.629038,175,569,17500569
1398928351620000092,28,41.156991,-8.628768,175,569,17500569
1398928351620000092,29,41.157522,-8.627832,176,569,17600569
1398928351620000092,30,41.157324,-8.625924,178,569,17800569
1398928351620000092,31,41.157216,-8.62515,179,569,17900569
1398928351620000092,32,41.157117,-8.624934,180,569,18000569
1398928351620000092,33,41.155893,-8.625294,179,567,17900567
1398928351620000092,34,41.15556,-8.624178,181,567,18100567
1398928351620000092,35,41.155902,-8.622234,183,567,18300567
1398928351620000092,36,41.155488,-8.620425,185,567,18500567
1398928351620000092,37,41.155047,-8.618112,188,566,18800566
1398928351620000092,38,41.154552,-8.615511,191,566,19100566
1398928351620000092,39,41.154165,-8.613459,194,565,19400565
1398928351620000092,40,41.154183,-8.613495,193,565,19300565
1398928351620000092,41,41.154183,-8.613513,193,565,19300565
1398928351620000092,42,41.153823,-8.613306,194,565,19400565
1398928351620000092,43,41.153805,-8.613288,194,565,19400565
1398928351620000092,44,41.153598,-8.611776,196,565,19600565
1398928351620000092,45,41.153535,-8.609067,199,565,19900565
1398928351620000092,46,41.153418,-8.606628,202,565,20200565
1398928351620000092,47,41.152374,-8.606592,202,563,20200563
1398928351620000092,48,41.15142,-8.607249,201,562,20100562
1398928351620000092,49,41.151006,-8.60697,201,562,20100562
1398928351620000092,50,41.150952,-8.607024,201,562,20100562
1398928351620000092,51,41.15097,-8.605935,203,562,20300562
1398928351620000092,52,41.15097,-8.604198,205,562,20500562
1398928351620000092,53,41.151015,-8.602272,207,562,20700562
1398928351620000092,54,41.151051,-8.600418,209,562,20900562
1398928351620000092,55,41.150961,-8.600211,210,562,21000562
1398928351620000092,56,41.150934,-8.60022,210,562,21000562
1398928351620000092,57,41.150835,-8.600157,210,562,21000562
1398928351620000092,58,41.149566,-8.600346,209,560,20900560
1398928351620000092,59,41.149314,-8.599347,211,560,21100560
1398928351620000092,60,41.14863,-8.598618,212,559,21200559
1398928351620000092,61,41.148495,-8.598564,212,559,21200559
1398928351620000092,62,41.148432,-8.598537,212,559,21200559
1398928351620000092,63,41.149035,-8.597394,213,560,21300560
1398928351620000092,64,41.150178,-8.595324,216,561,21600561
1398928351620000092,65,41.150673,-8.594325,217,562,21700562
1398928351620000092,66,41.150484,-8.592462,219,561,21900561
1398928351620000092,67,41.149827,-8.589969,222,561,22200561
1398928351620000092,68,41.149134,-8.58744,225,560,22500560
1398928351620000092,69,41.148756,-8.585847,227,560,22700560
1383056851620000263,0,41.144562,-8.60652,202,555,20200555
1383056851620000263,1,41.144724,-8.606934,201,555,20100555
1383056851620000263,2,41.14431,-8.607312,201,555,20100555
1383056851620000263,3,41.143986,-8.607546,201,554,20100554
1383056851620000263,4,41.143185,-8.608068,200,553,20000553
1383056851620000263,5,41.143194,-8.608077,200,553,20000553
1383056851620000263,6,41.143077,-8.608158,200,553,20000553
1383056851620000263,7,41.142411,-8.60616,202,553,20200553
1383056851620000263,8,41.143779,-8.605053,204,554,20400554
1383056851620000263,9,41.143833,-8.605044,204,554,20400554
1383056851620000263,10,41.144229,-8.604864,204,555,20400555
1383056851620000263,11,41.14539,-8.604009,205,556,20500556
1383056851620000263,12,41.14548,-8.603514,206,556,20600556
1383056851620000263,13,41.14548,-8.603496,206,556,20600556
1383056851620000263,14,41.14557,-8.602533,207,556,20700556
1383056851620000263,15,41.145669,-8.601516,208,556,20800556
1383056851620000263,16,41.145777,-8.600454,209,556,20900556
1383056851620000263,17,41.146722,-8.600499,209,557,20900557
1383056851620000263,18,41.147586,-8.599518,210,558,21000558
1383056851620000263,19,41.148135,-8.59887,211,559,21100559
1383056851620000263,20,41.148234,-8.598717,211,559,21100559
1383056851620000263,21,41.148243,-8.598708,211,559,21100559
1383056851620000263,22,41.148252,-8.598699,211,559,21100559
1383056851620000263,23,41.148468,-8.598267,212,559,21200559
1383056851620000263,24,41.149359,-8.598636,211,560,21100560
1383056851620000263,25,41.150421,-8.597988,212,561,21200561
1383056851620000263,26,41.152041,-8.597079,213,563,21300563
1383056851620000263,27,41.152608,-8.596782,214,564,21400564
1383056851620000263,28,41.153832,-8.59608,215,565,21500565
1383056851620000263,29,41.15511,-8.595324,216,566,21600566
1383056851620000263,30,41.156298,-8.594694,216,568,21600568
1383056851620000263,31,41.157495,-8.593983,217,569,21700569
1383056851620000263,32,41.157639,-8.593956,217,569,21700569
1383056851620000263,33,41.157855,-8.594829,216,570,21600570
1383056851620000263,34,41.158215,-8.59518,216,570,21600570
1383056851620000263,35,41.158647,-8.594856,216,570,21600570
1383056851620000263,36,41.158665,-8.594874,216,570,21600570
1383056851620000263,37,41.158836,-8.594757,216,571,21600571
1399758505620000503,0,41.157333,-8.628246,176,569,17600569
1399758505620000503,1,41.157657,-8.627733,176,569,17600569
1399758505620000503,2,41.15727,-8.625537,179,569,17900569
1399758505620000503,3,41.156514,-8.62506,179,568,17900568
1399758505620000503,4,41.155632,-8.624592,180,567,18000567
1399758505620000503,5,41.155929,-8.622198,183,567,18300567
1399758505620000503,6,41.155443,-8.6202,185,567,18500567
1399758505620000503,7,41.154984,-8.618058,188,566,18800566
1399758505620000503,8,41.15448,-8.615268,191,566,19100566
1399758505620000503,9,41.15412,-8.613621,193,565,19300565
1399758505620000503,10,41.154156,-8.61354,193,565,19300565
1399758505620000503,11,41.153823,-8.613306,194,565,19400565
1399758505620000503,12,41.153715,-8.612784,194,565,19400565
1399758505620000503,13,41.15358,-8.610678,197,565,19700565
1399758505620000503,14,41.153481,-8.607942,200,565,20000565
1399758505620000503,15,41.153193,-8.606205,202,564,20200564
1399758505620000503,16,41.152257,-8.606817,202,563,20200563
1399758505620000503,17,41.151159,-8.606925,201,562,20100562
1399758505620000503,18,41.151096,-8.606835,202,562,20200562
1399758505620000503,19,41.151078,-8.606853,202,562,20200562
1399758505620000503,20,41.150889,-8.606718,202,562,20200562
1399758505620000503,21,41.150304,-8.607033,201,561,20100561
1399758505620000503,22,41.149638,-8.607411,201,560,20100560
1399758505620000503,23,41.148963,-8.607609,201,560,20100560
1399758505620000503,24,41.148846,-8.607672,201,560,20100560
1399758505620000503,25,41.148243,-8.606736,202,559,20200559
1399758505620000503,26,41.148261,-8.606457,202,559,20200559
1399758505620000503,27,41.147901,-8.60517,204,559,20400559
1399758505620000503,28,41.147397,-8.60391,205,558,20500558
1399758505620000503,29,41.146488,-8.603892,205,557,20500557
1399758505620000503,30,41.146668,-8.605197,204,557,20400557
1390920415620000174,0,41.150331,-8.607123,201,561,20100561
1390920415620000174,1,41.150295,-8.607114,201,561,20100561
1390920415620000174,2,41.150106,-8.607204,201,561,20100561
1390920415620000174,3,41.149377,-8.607555,201,560,20100560
1390920415620000174,4,41.14854,-8.608014,200,559,20000559
1390920415620000174,5,41.14764,-8.608581,199,558,19900558
1390920415620000174,6,41.147523,-8.608617,199,558,19900558
1390920415620000174,7,41.147586,-8.609625,198,558,19800558
1390920415620000174,8,41.147847,-8.61066,197,558,19700558
1390920415620000174,9,41.147802,-8.610723,197,558,19700558
1390920415620000174,10,41.147775,-8.61075,197,558,19700558
1390920415620000174,11,41.147856,-8.611083,196,559,19600559
1390920415620000174,12,41.147919,-8.611704,196,559,19600559
1390920415620000174,13,41.148171,-8.612829,194,559,19400559
1390920415620000174,14,41.147532,-8.621271,184,558,18400558
1390920415620000174,15,41.147838,-8.622702,182,558,18200558
1390920415620000174,16,41.148387,-8.624511,180,559,18000559
1390920415620000174,17,41.149368,-8.625618,179,560,17900560
1390920415620000174,18,41.150943,-8.625897,178,562,17800562
1390920415620000174,19,41.151996,-8.625942,178,563,17800563
1390920415620000174,20,41.152653,-8.626689,178,564,17800564
1390920415620000174,21,41.152473,-8.627364,177,564,17700564
1390920415620000174,22,41.152518,-8.629047,175,564,17500564
1390920415620000174,23,41.152635,-8.630838,172,564,17200564
1390920415620000174,24,41.152554,-8.632611,170,564,17000564
1390920415620000174,25,41.15115,-8.634114,169,562,16900562
1390920415620000174,26,41.150781,-8.636562,166,562,16600562
1390920415620000174,27,41.149539,-8.639892,162,560,16200560
1390920415620000174,28,41.149746,-8.643492,157,561,15700561
1390920415620000174,29,41.151474,-8.644581,156,562,15600562
1390920415620000174,30,41.151672,-8.642646,158,563,15800563
1390920415620000174,31,41.149656,-8.640918,160,560,16000560
1390920415620000174,32,41.146956,-8.640261,161,558,16100558
1390920415620000174,33,41.144184,-8.639595,162,554,16200554
1390920415620000174,34,41.141313,-8.638686,163,551,16300551
1390920415620000174,35,41.138532,-8.63667,165,548,16500548
1390920415620000174,36,41.135535,-8.635383,167,545,16700545
1390920415620000174,37,41.132349,-8.635545,167,541,16700541
1390920415620000174,38,41.129262,-8.635707,167,538,16700538
1390920415620000174,39,41.126247,-8.635896,166,535,16600535
1390920415620000174,40,41.123187,-8.636049,166,531,16600531
1390920415620000174,41,41.120127,-8.635365,167,528,16700528
1390920415620000174,42,41.11794,-8.63271,170,526,17000526
1390920415620000174,43,41.116077,-8.629506,174,524,17400524
1390920415620000174,44,41.114142,-8.627193,177,521,17700521
1390920415620000174,45,41.111793,-8.6265,178,519,17800519
1390920415620000174,46,41.10876,-8.626464,178,515,17800515
1390920415620000174,47,41.105439,-8.62641,178,512,17800512
1390920415620000174,48,41.10165,-8.626383,178,508,17800508
1390920415620000174,49,41.098275,-8.627184,177,504,17700504
1390920415620000174,50,41.09517,-8.628714,175,500,17500500
1390920415620000174,51,41.092245,-8.6301,173,497,17300497
1390920415620000174,52,41.089221,-8.630982,172,494,17200494
1390920415620000174,53,41.086251,-8.630559,173,491,17300491
1390920415620000174,54,41.083299,-8.631162,172,487,17200487
1390920415620000174,55,41.080896,-8.631495,172,485,17200485
1390920415620000174,56,41.079564,-8.633826,169,483,16900483
1390920415620000174,57,41.078583,-8.636967,165,482,16500482
1390920415620000174,58,41.076711,-8.639541,162,480,16200480
1390920415620000174,59,41.074056,-8.641296,160,477,16000477
1390920415620000174,60,41.071473,-8.642187,159,474,15900474
1390920415620000174,61,41.069025,-8.642628,158,472,15800472
1390920415620000174,62,41.066361,-8.641584,159,469,15900469
1390920415620000174,63,41.064498,-8.642043,159,467,15900467
1390920415620000174,64,41.064426,-8.643564,157,467,15700467
1390920415620000174,65,41.064327,-8.644392,156,467,15600467
1390920415620000174,66,41.062842,-8.644797,156,465,15600465
1390920415620000174,67,41.060979,-8.645382,155,463,15500463
1390920415620000174,68,41.059341,-8.645841,154,461,15400461
1390920415620000174,69,41.058918,-8.645913,154,461,15400461
1390920415620000174,70,41.058693,-8.645949,154,460,15400460
1390920415620000174,71,41.057487,-8.646201,154,459,15400459
1390920415620000174,72,41.055975,-8.646516,154,457,15400457
1390920415620000174,73,41.054031,-8.646921,153,455,15300455
1390920415620000174,74,41.052087,-8.647353,152,453,15200453
1390920415620000174,75,41.050692,-8.64774,152,451,15200451
1390920415620000174,76,41.050305,-8.647848,152,451,15200451
1390920415620000174,77,41.04828,-8.648397,151,449,15100449
1390920415620000174,78,41.04603,-8.649018,150,446,15000446
1390920415620000174,79,41.044176,-8.648595,151,444,15100444
1390920415620000174,80,41.042133,-8.647929,152,442,15200442
1390920415620000174,81,41.041467,-8.647731,152,441,15200441
1390920415620000174,82,41.040657,-8.647452,152,440,15200440
1390920415620000174,83,41.039343,-8.647011,153,439,15300439
1390920415620000174,84,41.038659,-8.646786,153,438,15300438
1390920415620000174,85,41.037822,-8.646498,154,437,15400437
1390920415620000174,86,41.036328,-8.645796,154,436,15400436
1390920415620000174,87,41.034915,-8.644959,155,434,15500434
1390920415620000174,88,41.034375,-8.644644,156,434,15600434
1390920415620000174,89,41.034141,-8.6445,156,433,15600433
1390920415620000174,90,41.034276,-8.644005,157,433,15700433
1390920415620000174,91,41.034681,-8.642853,158,434,15800434
1390920415620000174,92,41.03469,-8.642808,158,434,15800434
1390920415620000174,93,41.034699,-8.642799,158,434,15800434
1390920415620000174,94,41.034987,-8.642691,158,434,15800434
1390920415620000174,95,41.035248,-8.641989,159,434,15900434
1390920415620000174,96,41.035635,-8.641557,160,435,16000435
1390920415620000174,97,41.035788,-8.641206,160,435,16000435
1390920415620000174,98,41.035815,-8.641152,160,435,16000435
1390920415620000174,99,41.035986,-8.641179,160,435,16000435
1390920415620000174,100,41.036211,-8.641242,160,436,16000436
1390920415620000174,101,41.036265,-8.64126,160,436,16000436
1390920415620000174,102,41.03622,-8.641377,160,436,16000436
1390920415620000174,103,41.036184,-8.641566,159,436,15900436
1390920415620000174,104,41.036175,-8.641575,159,436,15900436
1390920415620000174,105,41.036202,-8.641296,160,436,16000436
1390920415620000174,106,41.036337,-8.641287,160,436,16000436
1390920415620000174,107,41.036355,-8.641296,160,436,16000436
1390920415620000174,108,41.036517,-8.641359,160,436,16000436
1390920415620000174,109,41.037192,-8.641539,160,437,16000437
1390920415620000174,110,41.037543,-8.641647,159,437,15900437
1390920415620000174,111,41.037669,-8.641764,159,437,15900437
1390920415620000174,112,41.037246,-8.641584,159,437,15900437
1390920415620000174,113,41.036517,-8.641368,160,436,16000436
1390920415620000174,114,41.036283,-8.641314,160,436,16000436
1390920415620000174,115,41.036301,-8.641305,160,436,16000436
1390920415620000174,116,41.036229,-8.641296,160,436,16000436
1390920415620000174,117,41.036229,-8.641296,160,436,16000436
1390920415620000174,118,41.036166,-8.641548,160,435,16000435
1390920415620000174,119,41.035995,-8.642412,158,435,15800435
1390920415620000174,120,41.035986,-8.643564,157,435,15700435
1390920415620000174,121,41.035833,-8.643915,157,435,15700435
1390920415620000174,122,41.035824,-8.643906,157,435,15700435
1390920415620000174,123,41.035833,-8.643897,157,435,15700435
1390920415620000174,124,41.035824,-8.643906,157,435,15700435
1390920415620000174,125,41.035806,-8.643924,157,435,15700435
1390920415620000174,126,41.035779,-8.643933,157,435,15700435
1390920415620000174,127,41.035788,-8.643924,157,435,15700435
1390920415620000174,128,41.035815,-8.643906,157,435,15700435
1390920415620000174,129,41.035833,-8.643897,157,435,15700435
1390920415620000174,130,41.035842,-8.643897,157,435,15700435
1390920415620000174,131,41.035491,-8.643717,157,435,15700435
1390920415620000174,132,41.034744,-8.643078,158,434,15800434
1390920415620000174,133,41.034429,-8.643609,157,434,15700434
1390920415620000174,134,41.034186,-8.644338,156,433,15600433
1390920415620000174,135,41.034843,-8.644887,155,434,15500434
1390920415620000174,136,41.036652,-8.645976,154,436,15400436
1390920415620000174,137,41.038407,-8.646687,153,438,15300438
1390920415620000174,138,41.040252,-8.647281,153,440,15300440
1390920415620000174,139,41.042322,-8.647965,152,442,15200442
1390920415620000174,140,41.044599,-8.648694,151,445,15100445
1390920415620000174,141,41.046615,-8.648838,151,447,15100447
1390920415620000174,142,41.048892,-8.648199,151,450,15100450
1390920415620000174,143,41.050125,-8.647857,152,451,15200451
1390920415620000174,144,41.050791,-8.647668,152,452,15200452
1390920415620000174,145,41.052546,-8.6472,153,454,15300454
1390920415620000174,146,41.054427,-8.646795,153,456,15300456
1390920415620000174,147,41.056722,-8.646327,154,458,15400458
1390920415620000174,148,41.058765,-8.645904,154,460,15400460
1390920415620000174,149,41.060673,-8.645454,155,462,15500462
1390920415620000174,150,41.062473,-8.64486,156,464,15600464
1390920415620000174,151,41.064066,-8.644356,156,466,15600466
1390920415620000174,152,41.064327,-8.642988,158,467,15800467
1390920415620000174,153,41.064048,-8.642187,159,466,15900466
1390920415620000174,154,41.063679,-8.640765,160,466,16000466
1390920415620000174,155,41.063877,-8.640009,161,466,16100466
1390920415620000174,156,41.065317,-8.641107,160,468,16000468
1390920415620000174,157,41.067693,-8.641872,159,470,15900470
1390920415620000174,158,41.071005,-8.642133,159,474,15900474
1390920415620000174,159,41.07402,-8.641044,160,477,16000477
1390920415620000174,160,41.076909,-8.639082,163,480,16300480
1390920415620000174,161,41.078691,-8.636148,166,482,16600482
1390920415620000174,162,41.0796,-8.633151,170,483,17000483
1390920415620000174,163,41.079465,-8.630739,173,483,17300483
1390920415620000174,164,41.080968,-8.63073,173,485,17300485
1390920415620000174,165,41.083659,-8.630964,172,488,17200488
1390920415620000174,166,41.087268,-8.630352,173,492,17300492
1390920415620000174,167,41.090886,-8.630577,173,496,17300496
1390920415620000174,168,41.093604,-8.629326,174,499,17400499
1390920415620000174,169,41.096304,-8.62803,176,502,17600502
1390920415620000174,170,41.099175,-8.626707,177,505,17700505
1390920415620000174,171,41.102739,-8.62632,178,509,17800509
1390920415620000174,172,41.106222,-8.62632,178,513,17800513
1390920415620000174,173,41.109525,-8.626392,178,516,17800516
1390920415620000174,174,41.112693,-8.626428,178,520,17800520
1390920415620000174,175,41.115123,-8.626221,178,522,17800522
1390920415620000174,176,41.116473,-8.626734,177,524,17700524
1390920415620000174,177,41.117301,-8.629245,174,525,17400525
1390920415620000174,178,41.117526,-8.631198,172,525,17200525
1390920415620000174,179,41.11848,-8.633061,170,526,17000526
1390920415620000174,180,41.120505,-8.635311,167,528,16700528
1390920415620000174,181,41.123421,-8.635878,166,532,16600532
1390920415620000174,182,41.126337,-8.635716,167,535,16700535
1390920415620000174,183,41.129649,-8.635545,167,538,16700538
1390920415620000174,184,41.13315,-8.635365,167,542,16700542
1390920415620000174,185,41.136651,-8.635446,167,546,16700546
1390920415620000174,186,41.139729,-8.637417,165,550,16500550
1390920415620000174,187,41.142942,-8.639163,162,553,16200553
1390920415620000174,188,41.145642,-8.639766,162,556,16200556
1390920415620000174,189,41.147685,-8.64027,161,558,16100558
1390920415620000174,190,41.149872,-8.640801,160,561,16000561
1390920415620000174,191,41.151177,-8.638875,163,562,16300562
1390920415620000174,192,41.150961,-8.635338,167,562,16700562
1390920415620000174,193,41.151447,-8.632908,170,562,17000562
1390920415620000174,194,41.151519,-8.632845,170,563,17000563
1390920415620000174,195,41.151582,-8.632809,170,563,17000563
1390920415620000174,196,41.152536,-8.632467,171,564,17100564
1390920415620000174,197,41.153841,-8.631981,171,565,17100565
1390920415620000174,198,41.154264,-8.631468,172,566,17200566
1390920415620000174,199,41.154813,-8.630676,173,566,17300566
1390920415620000174,200,41.155344,-8.630037,173,567,17300567
1390920415620000174,201,41.155497,-8.629839,174,567,17400567
1390920415620000174,202,41.155083,-8.628939,175,566,17500566
1390920415620000174,203,41.154516,-8.628705,175,566,17500566
1390920415620000174,204,41.154588,-8.627211,177,566,17700566
1390920415620000174,205,41.154597,-8.627022,177,566,17700566
1390920415620000174,206,41.154597,-8.627031,177,566,17700566
1390920415620000174,207,41.154597,-8.62704,177,566,17700566
1390920415620000174,208,41.154939,-8.626842,177,566,17700566
1390920415620000174,209,41.155353,-8.625906,178,567,17800567
1390920415620000174,210,41.155551,-8.62488,180,567,18000567
1390920415620000174,211,41.155812,-8.623026,182,567,18200567
1390920415620000174,212,41.155839,-8.621172,184,567,18400567
1390920415620000174,213,41.155272,-8.619129,187,567,18700567
1390920415620000174,214,41.154975,-8.617518,189,566,18900566
1390920415620000174,215,41.154633,-8.615718,191,566,19100566
1390920415620000174,216,41.154444,-8.614638,192,566,19200566
1390920415620000174,217,41.154066,-8.613297,194,565,19400565
1390920415620000174,218,41.153652,-8.612658,195,565,19500565
1390920415620000174,219,41.153598,-8.611839,196,565,19600565
1390920415620000174,220,41.153571,-8.610633,197,565,19700565
1390920415620000174,221,41.153463,-8.610264,197,565,19700565
1390920415620000174,222,41.153382,-8.610291,197,565,19700565
1390920415620000174,223,41.153346,-8.610309,197,565,19700565
1390920415620000174,224,41.153337,-8.610327,197,565,19700565
1390920415620000174,225,41.153364,-8.610336,197,565,19700565
1390920415620000174,226,41.153391,-8.610309,197,565,19700565
1390920415620000174,227,41.153436,-8.610273,197,565,19700565
1390920415620000174,228,41.153463,-8.610264,197,565,19700565
1390920415620000174,229,41.153454,-8.610282,197,565,19700565
1390920415620000174,230,41.153445,-8.610255,197,565,19700565
1389106732620000678,0,41.148441,-8.585613,227,559,22700559
1389106732620000678,1,41.148747,-8.585685,227,559,22700559
1389106732620000678,2,41.14899,-8.586342,226,560,22600560
1389106732620000678,3,41.149323,-8.587899,224,560,22400560
1389106732620000678,4,41.148927,-8.588304,224,560,22400560
1389106732620000678,5,41.148333,-8.588538,224,559,22400559
1389106732620000678,6,41.14746,-8.588934,223,558,22300558
1389106732620000678,7,41.14719,-8.588268,224,558,22400558
1389106732620000678,8,41.147163,-8.586657,226,558,22600558
1389106732620000678,9,41.14656,-8.58465,228,557,22800557
1389106732620000678,10,41.14539,-8.583291,230,556,23000556
1389106732620000678,11,41.14485,-8.581491,232,555,23200555
1389106732620000678,12,41.145408,-8.579709,234,556,23400556
1389106732620000678,13,41.145876,-8.579223,235,556,23500556
1389106732620000678,14,41.146578,-8.579853,234,557,23400557
1389106732620000678,15,41.148486,-8.579196,235,559,23500559
1389106732620000678,16,41.150853,-8.578926,235,562,23500562
1389106732620000678,17,41.152968,-8.581257,233,564,23300564
1389106732620000678,18,41.155911,-8.583093,230,567,23000567
1389106732620000678,19,41.159646,-8.582103,232,571,23200571
1389106732620000678,20,41.163624,-8.581374,232,576,23200576
1389106732620000678,21,41.166612,-8.584191,229,579,22900579
1389106732620000678,22,41.167962,-8.588538,224,581,22400581
1389106732620000678,23,41.169816,-8.591616,220,583,22000583
1389106732620000678,24,41.171778,-8.594811,216,585,21600585
1389106732620000678,25,41.171382,-8.598987,211,584,21100584
1389106732620000678,26,41.171499,-8.603352,206,585,20600585
1389106732620000678,27,41.172579,-8.606934,201,586,20100586
1389106732620000678,28,41.174181,-8.609823,198,588,19800588
1389106732620000678,29,41.174523,-8.613801,193,588,19300588
1389106732620000678,30,41.174064,-8.617032,189,587,18900587
1389106732620000678,31,41.173767,-8.620281,185,587,18500587
1389106732620000678,32,41.175216,-8.622432,183,589,18300589
1389106732620000678,33,41.178528,-8.622333,183,592,18300592
1389106732620000678,34,41.182065,-8.622261,183,596,18300596
1389106732620000678,35,41.185476,-8.624097,181,600,18100600
1389106732620000678,36,41.188761,-8.626302,178,604,17800604
1389106732620000678,37,41.191839,-8.628075,176,607,17600607
1389106732620000678,38,41.195628,-8.628228,176,611,17600611
